2.000000	1.000000
2.500000	1.000000
3.000000	1.000000
3.500000	0.999800
4.000000	0.999200
4.500000	0.996800
5.000000	0.989800
5.500000	0.979800
6.000000	0.954000
6.500000	0.906800
7.000000	0.834200
7.500000	0.728600
8.000000	0.603000
8.500000	0.464400
9.000000	0.331600
9.500000	0.219200
10.000000	0.128800
10.500000	0.072600
11.000000	0.036600
11.500000	0.018200
12.000000	0.008200
12.500000	0.003200
13.000000	0.001200
13.500000	0.000600
14.000000	0.000400
14.500000	0.000200
15.000000	0.000200
15.500000	0.000000
