-2.000000	1.000000
-1.500000	1.000000
-1.000000	1.000000
-0.500000	1.000000
0.000000	1.000000
0.500000	1.000000
1.000000	1.000000
1.500000	1.000000
2.000000	0.999400
2.500000	0.997800
3.000000	0.990800
3.500000	0.972200
4.000000	0.934800
4.500000	0.865200
5.000000	0.752600
5.500000	0.612600
6.000000	0.457000
6.500000	0.319200
7.000000	0.205400
7.500000	0.116600
8.000000	0.063000
8.500000	0.033000
9.000000	0.016200
9.500000	0.006200
10.000000	0.001400
10.500000	0.001000
11.000000	0.000200
11.500000	0.000200
12.000000	0.000000
