2.000000	0.999400
2.500000	0.994600
3.000000	0.982400
3.500000	0.958200
4.000000	0.917000
4.500000	0.842200
5.000000	0.734400
5.500000	0.606200
6.000000	0.478200
6.500000	0.357000
7.000000	0.254200
7.500000	0.174400
8.000000	0.109200
8.500000	0.069400
9.000000	0.045400
9.500000	0.027200
10.000000	0.017200
10.500000	0.010000
11.000000	0.007200
11.500000	0.003600
12.000000	0.001600
12.500000	0.000400
13.000000	0.000200
13.500000	0.000200
14.000000	0.000200
14.500000	0.000200
15.000000	0.000200
15.500000	0.000200
16.000000	0.000200
16.500000	0.000200
17.000000	0.000000
