-5.000000	1.000000
-4.500000	1.000000
-4.000000	1.000000
-3.500000	1.000000
-3.000000	1.000000
-2.500000	0.999400
-2.000000	0.998600
-1.500000	0.997200
-1.000000	0.993000
-0.500000	0.984800
0.000000	0.967000
0.500000	0.931200
1.000000	0.871000
1.500000	0.788200
2.000000	0.661000
2.500000	0.528800
3.000000	0.388800
3.500000	0.261400
4.000000	0.165400
4.500000	0.094600
5.000000	0.050400
5.500000	0.026000
6.000000	0.012400
6.500000	0.006000
7.000000	0.002000
7.500000	0.001200
8.000000	0.000600
8.500000	0.000400
9.000000	0.000200
9.500000	0.000000
10.000000	0.000200
10.500000	0.000000
